,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
1190,"Tallapoosa County, AL",County or equivalent,41480,40133,-1488,4519,5535,-1016,1,-461,-460,-0.011113789778206365,2.4108003857280615e-05
1191,"Douglas County, MN",County or equivalent,35990,38328,2317,4256,4271,-15,104,2259,2363,0.06276743539872187,0.0028896915809947213
1192,"Duval County, TX",County or equivalent,11705,11058,-700,1665,1371,294,32,-1043,-1011,-0.08910721913712089,0.002733874412644169
1193,"Jim Wells County, TX",County or equivalent,40914,40452,-415,6214,4111,2103,435,-2959,-2524,-0.0723224324192208,0.010632057486434959
1194,"Gratiot County, MI",County or equivalent,42431,40283,-2195,4134,4588,-454,115,-1862,-1747,-0.04388301006339705,0.002710282576418185
1195,"Alpena County, MI",County or equivalent,29511,28238,-1356,2688,3823,-1135,75,-270,-195,-0.009149130832570906,0.002541425231269696
1196,"Jackson County, OK",County or equivalent,26485,24305,-2141,4185,2621,1564,643,-4386,-3743,-0.16560317160656976,0.024277893147064376
1197,"Schley County, GA",County or equivalent,5020,5196,183,518,376,142,79,-40,39,-0.00796812749003984,0.015737051792828687
1198,"Sumter County, GA",County or equivalent,32608,29282,-3460,3960,3660,300,212,-4014,-3802,-0.12309862610402356,0.006501472031403337
1199,"Montgomery County, NY",County or equivalent,50312,49170,-1098,6158,5960,198,1181,-2466,-1285,-0.049014151693432984,0.02347352520273493
1200,"Andrews County, TX",County or equivalent,14849,18879,4093,3185,1379,1806,223,2015,2238,0.13569937369519833,0.015017846319617485
1201,"Steuben County, IN",County or equivalent,34110,34831,684,3881,3286,595,172,-51,121,-0.0014951627088830256,0.005042509527997655
1202,"DeSoto County, FL",County or equivalent,34935,38520,3658,3958,3358,600,1440,1632,3072,0.04671532846715328,0.041219407471017606
1203,"Carter County, OK",County or equivalent,47810,48353,624,6758,6341,417,403,-168,235,-0.0035139092240117128,0.00842919891236143
1204,"Love County, OK",County or equivalent,9411,10230,814,1271,1218,53,105,656,761,0.06970566358516629,0.011157156518967166
1205,"Clark County, AR",County or equivalent,22928,22103,-889,2412,2571,-159,203,-938,-735,-0.040910676901605034,0.008853803210048848
1206,"Ashland County, OH",County or equivalent,53317,53362,226,6248,5811,437,868,-1070,-202,-0.020068646022844496,0.0162799857456346
1207,"Ashtabula County, OH",County or equivalent,101411,96513,-4984,11394,12204,-810,636,-4810,-4174,-0.04743075208803778,0.0062715090078985505
1208,"Clatsop County, OR",County or equivalent,37097,40423,3389,4161,4063,98,232,3055,3287,0.08235167264199261,0.006253874976413187
1209,"Atchison County, KS",County or equivalent,16855,16015,-906,2017,1855,162,13,-1088,-1075,-0.06455057846336397,0.00077128448531593
1210,"Athens County, OH",County or equivalent,65175,65481,718,5382,5037,345,2610,-2347,263,-0.036010740314537784,0.04004602991944764
1211,"McMinn County, TN",County or equivalent,52173,54208,1925,5877,6929,-1052,512,2504,3016,0.04799417323136488,0.009813505069672051
1212,"Henderson County, TX",County or equivalent,78652,83792,5225,9226,10909,-1683,279,6672,6951,0.08482937496821441,0.0035472715251996132
1213,"Escambia County, AL",County or equivalent,38352,36281,-2044,4551,4842,-291,24,-1764,-1740,-0.04599499374217772,0.0006257822277847308
1214,"DeKalb County, IN",County or equivalent,42335,43670,1415,5447,4219,1228,-2,212,210,0.005007676863115625,-4.724223455769458e-05
